subject,ses_i,ses_j,mmd,coral,mu_power_shift,beta_power_shift,mu_ks_stat,erd_mu_corr,erd_beta_corr,csp_similarity,rms_ratio_median,rms_ratio_std,fisher_i,fisher_j,fisher_shift,high_amp_ratio_i,high_amp_ratio_j,mean_rms_i,mean_rms_j
sub-014,ses-02,ses-04,0.484180,0.000000,-0.997452,-1.083778,0.729595,0.554769,0.365081,0.306746,0.328843,0.381489,0.008368,0.007330,-0.001037,0.063158,0.010870,3.795081,1.329408
sub-014,ses-02,ses-05,0.173080,0.000000,-0.313067,-0.328543,0.283602,0.579671,0.526154,0.317711,0.923052,1.473143,0.008368,0.005659,-0.002709,0.063158,0.030000,3.795081,3.946416
sub-014,ses-03,ses-04,0.514860,0.000000,-1.026198,-1.080722,0.741168,0.654351,0.730008,0.437864,0.308149,0.143861,0.009301,0.007330,-0.001971,0.021739,0.010870,4.830955,1.329408
sub-014,ses-03,ses-05,0.209400,0.000000,-0.341813,-0.325486,0.297609,0.685908,0.693133,0.239381,0.746019,0.748755,0.009301,0.005659,-0.003642,0.021739,0.030000,4.830955,3.946416
sub-014,ses-04,ses-05,0.472955,0.000000,0.684385,0.755235,0.516916,0.840526,0.727628,0.341181,2.735206,2.168049,0.007330,0.005659,-0.001671,0.010870,0.030000,1.329408,3.946416
sub-015,ses-01,ses-02,0.230294,0.000000,-0.247326,-0.298718,0.256743,0.884068,0.522373,0.220141,0.620392,2.184732,0.005717,0.033462,0.027745,1.000000,0.747368,13.025012,9.814369
sub-015,ses-01,ses-03,0.224248,0.000000,-1.055434,-1.091645,0.417794,0.824658,0.264771,0.272316,0.439186,1.139132,0.005717,0.017196,0.011479,1.000000,0.964706,13.025012,10.499967
sub-015,ses-01,ses-04,0.230766,0.000000,-0.247326,-0.298718,0.256743,0.884068,0.522373,0.220141,0.620392,2.184732,0.005717,0.033462,0.027745,1.000000,0.747368,13.025012,9.814369
sub-015,ses-01,ses-05,0.235563,0.000000,0.036118,-0.119910,0.092857,0.359198,0.345044,0.243036,0.812813,1.122246,0.005717,0.022644,0.016927,1.000000,0.510204,13.025012,10.123378
sub-015,ses-02,ses-03,0.179252,0.000000,-0.808107,-0.792927,0.241989,0.801681,0.142367,0.231824,0.971925,1.263248,0.033462,0.017196,-0.016266,0.747368,0.964706,9.814369,10.499967
sub-015,ses-02,ses-04,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.033462,0.033462,0.000000,0.747368,0.747368,9.814369,9.814369
sub-015,ses-02,ses-05,0.189653,0.000000,0.283444,0.178808,0.172721,0.427044,0.453289,0.250265,1.619003,2.213886,0.033462,0.022644,-0.010818,0.747368,0.510204,9.814369,10.123378
sub-015,ses-03,ses-04,0.171758,0.000000,0.808107,0.792927,0.241989,0.801681,0.142367,0.231824,1.030025,5665955393.788204,0.017196,0.033462,0.016266,0.964706,0.747368,10.499967,9.814369
sub-015,ses-03,ses-05,0.193781,0.000000,1.091551,0.971735,0.355548,0.232510,0.288281,0.290554,1.292631,6559312154.408372,0.017196,0.022644,0.005448,0.964706,0.510204,10.499967,10.123378
sub-015,ses-04,ses-05,0.190809,0.000000,0.283444,0.178808,0.172721,0.427044,0.453289,0.250265,1.619003,2.213886,0.033462,0.022644,-0.010818,0.747368,0.510204,9.814369,10.123378
sub-016,ses-01,ses-02,0.260521,0.000000,-0.373302,-0.394843,0.286250,0.826903,0.664228,0.337625,0.815378,0.634678,0.008105,0.009052,0.000947,0.100000,0.050000,4.971753,3.503815
sub-016,ses-01,ses-03,0.228781,0.000000,-0.391082,-0.433700,0.299375,0.622430,0.404451,0.297968,0.818190,12.130346,0.008105,0.016688,0.008583,0.100000,0.040000,4.971753,8.322827
sub-016,ses-01,ses-04,0.168839,0.000000,-0.073570,-0.195711,0.082681,0.486520,0.692180,0.389462,0.904849,0.944165,0.008105,0.039292,0.031187,0.100000,0.063158,4.971753,4.585254
sub-016,ses-01,ses-05,0.517238,0.000000,0.359840,0.316474,0.272888,0.778992,0.707406,0.200396,3.058998,4.198454,0.008105,0.007155,-0.000950,0.100000,0.890110,4.971753,18.875406
sub-016,ses-02,ses-03,0.178718,0.000000,-0.017780,-0.038858,0.075625,0.587575,0.775366,0.281637,1.279939,14.064699,0.009052,0.016688,0.007636,0.050000,0.040000,3.503815,8.322827
sub-016,ses-02,ses-04,0.209285,0.000000,0.299732,0.199132,0.227763,0.604195,0.609307,0.319272,1.134200,0.974649,0.009052,0.039292,0.030240,0.050000,0.063158,3.503815,4.585254
sub-016,ses-02,ses-05,0.573782,0.000000,0.733142,0.711316,0.468122,0.841912,0.575014,0.539279,2.800220,5.678195,0.009052,0.007155,-0.001897,0.050000,0.890110,3.503815,18.875406
sub-016,ses-03,ses-04,0.171053,0.000000,0.317513,0.237990,0.265395,0.733159,0.383984,0.282923,0.877574,0.604835,0.016688,0.039292,0.022604,0.040000,0.063158,8.322827,4.585254
sub-016,ses-03,ses-05,0.543794,0.000000,0.750922,0.750174,0.454633,0.622411,0.297480,0.185918,1.477768,3.053104,0.016688,0.007155,-0.009533,0.040000,0.890110,8.322827,18.875406
sub-016,ses-04,ses-05,0.530047,0.000000,0.433410,0.512184,0.344061,0.584436,0.849699,0.285573,2.259868,8.781734,0.039292,0.007155,-0.032137,0.063158,0.890110,4.585254,18.875406
sub-017,ses-01,ses-02,0.522323,0.000000,0.742732,0.451430,0.647500,0.102428,0.230113,0.383896,2.303715,2.290335,0.014391,0.018970,0.004579,0.000000,0.000000,1.340064,3.773469
sub-017,ses-01,ses-03,0.620253,0.000000,1.600508,1.252650,0.852073,-0.197678,0.426679,0.282603,5.091053,9.583368,0.014391,0.022645,0.008253,0.000000,0.510204,1.340064,10.123380
sub-017,ses-01,ses-04,0.565603,0.000000,1.473776,1.206759,0.862187,0.139885,0.449309,0.355500,3.114302,2.573710,0.014391,0.008105,-0.006286,0.000000,0.100000,1.340064,4.971753
sub-017,ses-01,ses-05,0.584309,0.000000,0.772023,0.691363,0.592977,0.221594,0.448136,0.454853,2.659808,5.031039,0.014391,0.006749,-0.007642,0.000000,0.042105,1.340064,5.746527
sub-017,ses-02,ses-03,0.491703,0.000000,0.857776,0.801220,0.528253,0.512685,0.546838,0.176673,1.951812,4.683740,0.018970,0.022645,0.003675,0.000000,0.510204,3.773469,10.123380
sub-017,ses-02,ses-04,0.224425,0.000000,0.731043,0.755329,0.496250,0.225769,0.582188,0.435170,1.998986,1.516778,0.018970,0.008105,-0.010865,0.000000,0.100000,3.773469,4.971753
sub-017,ses-02,ses-05,0.326744,0.000000,0.029290,0.239933,0.110707,-0.238314,0.701666,0.468236,1.268786,2.194554,0.018970,0.006749,-0.012220,0.000000,0.042105,3.773469,5.746527
sub-017,ses-03,ses-04,0.400898,0.000000,-0.126732,-0.045890,0.111677,0.276018,0.577888,0.287499,0.714846,2.082648,0.022645,0.008105,-0.014540,0.510204,0.100000,10.123380,4.971753
sub-017,ses-03,ses-05,0.378700,0.000000,-0.828485,-0.561287,0.449067,-0.156146,0.570213,0.253766,0.790667,1.382430,0.022645,0.006749,-0.015895,0.510204,0.042105,10.123380,5.746527
sub-017,ses-04,ses-05,0.243478,0.000000,-0.701753,-0.515396,0.416645,0.538048,0.552133,0.223524,0.693043,1.476476,0.008105,0.006749,-0.001356,0.100000,0.042105,4.971753,5.746527
sub-018,ses-01,ses-02,0.590875,0.000000,1.115915,1.112761,0.622387,0.364366,0.559641,0.336962,3.612529,5.051633,0.005970,0.011016,0.005046,0.000000,0.430000,1.681660,8.125737
sub-018,ses-01,ses-03,0.507363,0.000000,0.571277,0.558008,0.429668,0.281440,0.571092,0.319729,2.238776,2.504488,0.005970,0.004589,-0.001381,0.000000,0.010000,1.681660,4.502363
sub-018,ses-01,ses-04,0.380684,0.000000,1.009425,0.757317,0.733211,0.141159,0.411129,0.295917,2.871814,1.391941,0.005970,0.009052,0.003083,0.000000,0.050000,1.681660,3.503815
sub-018,ses-01,ses-05,0.438546,0.000000,0.991645,0.718459,0.713836,0.289852,0.101218,0.257425,2.935640,38.131776,0.005970,0.016688,0.010719,0.000000,0.040000,1.681660,8.322827
sub-018,ses-02,ses-03,0.424461,0.000000,-0.544638,-0.554753,0.283750,0.824484,0.828744,0.332077,0.614988,0.904368,0.011016,0.004589,-0.006427,0.430000,0.010000,8.125737,4.502363
sub-018,ses-02,ses-04,0.454827,0.000000,-0.106490,-0.355444,0.208437,0.454584,0.602995,0.251012,0.687877,2.193606,0.011016,0.009052,-0.001963,0.430000,0.050000,8.125737,3.503815
sub-018,ses-02,ses-05,0.403477,0.000000,-0.124270,-0.394302,0.212812,0.468133,0.402310,0.281745,0.981182,25.410235,0.011016,0.016688,0.005673,0.430000,0.040000,8.125737,8.322827
sub-018,ses-03,ses-04,0.304804,0.000000,0.438148,0.199308,0.332500,0.535894,0.594163,0.221628,1.372995,2.047086,0.004589,0.009052,0.004463,0.010000,0.050000,4.502363,3.503815
sub-018,ses-03,ses-05,0.280394,0.000000,0.420368,0.160451,0.303750,0.517880,0.482798,0.190900,1.370612,23.299552,0.004589,0.016688,0.012100,0.010000,0.040000,4.502363,8.322827
sub-018,ses-04,ses-05,0.178718,0.000000,-0.017780,-0.038858,0.075625,0.587575,0.775366,0.281637,1.279939,14.064699,0.009052,0.016688,0.007636,0.050000,0.040000,3.503815,8.322827
sub-019,ses-01,ses-02,0.450573,0.000000,0.477000,0.146353,0.454934,-0.029080,0.642009,0.235958,1.234697,1.100841,0.022308,0.039292,0.016984,0.894737,0.063158,11.348799,4.585254
sub-019,ses-01,ses-03,0.292460,0.000000,0.195795,0.164857,0.188578,0.615181,0.675003,0.261400,1.344764,1.176374,0.022308,0.022065,-0.000244,0.894737,0.531915,11.348799,8.849708
sub-019,ses-01,ses-04,0.585862,0.000000,-0.653903,-0.741116,0.359121,0.675161,0.537722,0.325628,0.513706,0.487919,0.022308,0.007945,-0.014363,0.894737,0.000000,11.348799,2.150906
sub-019,ses-01,ses-05,0.188755,0.000000,0.499225,0.334146,0.293761,0.230620,0.526706,0.329250,1.511162,1.524116,0.022308,0.012014,-0.010294,0.894737,0.967742,11.348799,13.604955
sub-019,ses-02,ses-03,0.425340,0.000000,-0.281204,0.018504,0.285722,0.303654,0.525172,0.330843,1.170371,1.983173,0.039292,0.022065,-0.017228,0.063158,0.531915,4.585254,8.849708
sub-019,ses-02,ses-04,0.390135,0.000000,-1.130903,-0.887469,0.798981,0.306833,0.423871,0.279514,0.436171,0.302399,0.039292,0.007945,-0.031347,0.063158,0.000000,4.585254,2.150906
sub-019,ses-02,ses-05,0.519146,0.000000,0.022226,0.187793,0.167272,0.436986,0.464120,0.261235,1.386563,2.839326,0.039292,0.012014,-0.027278,0.063158,0.967742,4.585254,13.604955
sub-019,ses-03,ses-04,0.609031,0.000000,-0.849698,-0.905973,0.524522,0.602868,0.646978,0.211217,0.440900,0.261600,0.022065,0.007945,-0.014119,0.531915,0.000000,8.849708,2.150906
sub-019,ses-03,ses-05,0.378465,0.000000,0.303430,0.169289,0.175435,0.406833,0.734211,0.152812,1.001679,0.800483,0.022065,0.012014,-0.010050,0.531915,0.967742,8.849708,13.604955
sub-019,ses-04,ses-05,0.639593,0.000000,1.153128,1.075262,0.634208,0.458991,0.600195,0.436346,2.929825,5.389442,0.007945,0.012014,0.004069,0.000000,0.967742,2.150906,13.604955
sub-020,ses-01,ses-02,0.354169,0.000000,-0.124188,-0.217650,0.083596,0.719433,0.810616,0.354061,0.746695,0.751506,0.035793,0.018834,-0.016959,0.235955,0.120000,7.231312,5.668496
sub-020,ses-01,ses-03,0.355675,0.000000,-0.124188,-0.217650,0.083596,0.719433,0.810616,0.315685,0.746695,0.751506,0.035793,0.016013,-0.019780,0.235955,0.120000,7.231312,5.668496
sub-020,ses-01,ses-04,0.447560,0.000000,-0.443672,-0.555565,0.282711,0.624687,0.706412,0.468482,0.478627,0.511779,0.035793,0.015150,-0.020643,0.235955,0.000000,7.231312,3.464804
sub-020,ses-01,ses-05,0.419316,0.000000,-0.560480,-0.652183,0.383104,0.569021,0.840632,0.331763,0.557406,0.531337,0.035793,0.029956,-0.005837,0.235955,0.000000,7.231312,3.764469
sub-020,ses-02,ses-03,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.528015,1.000000,0.000000,0.018834,0.016013,-0.002821,0.120000,0.120000,5.668496,5.668496
sub-020,ses-02,ses-04,0.436619,0.000000,-0.319484,-0.337915,0.299375,0.854805,0.872775,0.418353,0.613351,0.407942,0.018834,0.015150,-0.003684,0.120000,0.000000,5.668496,3.464804
sub-020,ses-02,ses-05,0.429583,0.000000,-0.436291,-0.434533,0.319375,0.896166,0.963524,0.414691,0.624229,0.660850,0.018834,0.029956,0.011122,0.120000,0.000000,5.668496,3.764469
sub-020,ses-03,ses-04,0.436619,0.000000,-0.319484,-0.337915,0.299375,0.854805,0.872775,0.361361,0.613351,0.407942,0.016013,0.015150,-0.000862,0.120000,0.000000,5.668496,3.464804
sub-020,ses-03,ses-05,0.429583,0.000000,-0.436291,-0.434533,0.319375,0.896166,0.963524,0.462712,0.624229,0.660850,0.016013,0.029956,0.013943,0.120000,0.000000,5.668496,3.764469
sub-020,ses-04,ses-05,0.310121,0.000000,-0.116807,-0.096618,0.132812,0.901376,0.888788,0.391304,0.852143,1.094966,0.015150,0.029956,0.014805,0.000000,0.000000,3.464804,3.764469
sub-021,ses-01,ses-02,0.172363,0.000000,-0.170690,-0.005090,0.101238,0.569665,0.391317,0.295352,1.447506,2.181512,0.011666,0.005062,-0.006604,0.010638,0.050505,3.760899,4.461542
sub-021,ses-01,ses-03,0.425307,0.000000,-0.245018,-0.445101,0.207236,0.809353,0.621299,0.305731,0.574614,0.665417,0.011666,0.007654,-0.004012,0.010638,0.000000,3.760899,1.698667
sub-021,ses-01,ses-04,0.444531,0.000000,-0.006175,-0.170368,0.108956,0.757841,0.453318,0.453290,0.721250,1.203762,0.011666,0.012223,0.000557,0.010638,0.830000,3.760899,9.158823
sub-021,ses-01,ses-05,0.333378,0.000000,-0.142523,-0.384751,0.124411,0.566963,0.493014,0.413290,0.704337,0.893402,0.011666,0.021104,0.009437,0.010638,0.000000,3.760899,2.162961
sub-021,ses-02,ses-03,0.468451,0.000000,-0.074329,-0.440012,0.160802,0.506144,0.305275,0.318665,0.359611,0.406264,0.005062,0.007654,0.002592,0.050505,0.000000,4.461542,1.698667
sub-021,ses-02,ses-04,0.403448,0.000000,0.164515,-0.165278,0.124201,0.415974,0.241373,0.268731,0.538501,1.441675,0.005062,0.012223,0.007161,0.050505,0.830000,4.461542,9.158823
sub-021,ses-02,ses-05,0.378551,0.000000,0.028166,-0.379661,0.133976,0.347198,0.086335,0.288116,0.412414,0.521557,0.005062,0.021104,0.016041,0.050505,0.000000,4.461542,2.162961
sub-021,ses-03,ses-04,0.583846,0.000000,0.238843,0.274734,0.105853,0.910784,0.603398,0.409348,1.174758,4.417238,0.007654,0.012223,0.004569,0.000000,0.830000,1.698667,9.158823
sub-021,ses-03,ses-05,0.200874,0.000000,0.102495,0.060350,0.088416,0.670443,0.592153,0.509704,1.290442,0.955466,0.007654,0.021104,0.013449,0.000000,0.000000,1.698667,2.162961
sub-021,ses-04,ses-05,0.559784,0.000000,-0.136348,-0.214383,0.069740,0.655962,0.159509,0.452035,0.949211,0.960435,0.012223,0.021104,0.008880,0.830000,0.000000,9.158823,2.162961
sub-022,ses-01,ses-02,0.279154,0.000000,-0.003820,-0.074865,0.044041,0.177212,0.035120,0.484118,1.307876,0.773768,0.007532,0.010906,0.003374,0.000000,0.000000,1.101343,1.471464
sub-022,ses-01,ses-03,0.375439,0.000000,-0.089932,-0.152418,0.270970,0.006657,-0.016608,0.361717,1.203050,2.590508,0.007532,0.013736,0.006204,0.000000,0.000000,1.101343,2.092508
sub-022,ses-01,ses-04,0.509786,0.000000,0.089942,0.023062,0.368524,-0.004520,-0.212476,0.234443,1.737269,3.142845,0.007532,0.014318,0.006786,0.000000,0.010000,1.101343,2.911996
sub-022,ses-01,ses-05,0.408889,0.000000,0.339486,0.270818,0.361188,0.211306,-0.337287,0.286441,2.458217,1.810108,0.007532,0.010934,0.003402,0.000000,0.000000,1.101343,2.439989
sub-022,ses-02,ses-03,0.305033,0.000000,-0.086112,-0.077553,0.290312,0.119574,-0.144923,0.429875,1.131474,2.167083,0.010906,0.013736,0.002830,0.000000,0.000000,1.471464,2.092508
sub-022,ses-02,ses-04,0.439718,0.000000,0.093762,0.097927,0.376875,0.545536,0.567301,0.299366,1.627679,3.244413,0.010906,0.014318,0.003412,0.000000,0.010000,1.471464,2.911996
sub-022,ses-02,ses-05,0.319722,0.000000,0.343307,0.345683,0.380003,0.226385,0.411277,0.481099,1.981393,1.328226,0.010906,0.010934,0.000028,0.000000,0.000000,1.471464,2.439989
sub-022,ses-03,ses-04,0.271589,0.000000,0.179874,0.175480,0.158438,0.615468,0.526722,0.528689,1.189283,0.997768,0.013736,0.014318,0.000582,0.000000,0.010000,2.092508,2.911996
sub-022,ses-03,ses-05,0.181899,0.000000,0.429419,0.423236,0.114913,0.099711,-0.058453,0.368438,1.764514,3291861650.055068,0.013736,0.010934,-0.002802,0.000000,0.000000,2.092508,2.439989
sub-022,ses-04,ses-05,0.248922,0.000000,0.249544,0.247756,0.175974,0.125815,0.325474,0.438196,1.140874,3291861650.144685,0.014318,0.010934,-0.003384,0.010000,0.000000,2.911996,2.439989
sub-023,ses-01,ses-02,0.502855,0.000000,-0.534472,-0.454476,0.316863,0.768081,0.746708,0.227140,0.630604,0.758856,0.006577,0.007437,0.000860,0.989583,0.308511,14.835185,4.772055
sub-023,ses-01,ses-03,0.519353,0.000000,-0.423051,-0.371449,0.177547,0.517986,0.317664,0.188656,0.893517,1.465097,0.006577,0.051120,0.044544,0.989583,0.050505,14.835185,5.400857
sub-023,ses-01,ses-04,0.577046,0.000000,-0.483097,-0.423040,0.282513,0.436112,0.656702,0.196284,0.633880,0.650477,0.006577,0.016287,0.009710,0.989583,0.010000,14.835185,3.505433
sub-023,ses-01,ses-05,0.543017,0.000000,-0.414901,-0.506682,0.191504,0.146755,0.542790,0.211088,0.831100,0.689599,0.006577,0.003971,-0.002605,0.989583,0.020619,14.835185,4.064730
sub-023,ses-02,ses-03,0.172008,0.000000,0.111421,0.083028,0.182003,0.394513,0.352024,0.269339,1.593184,2.906961,0.007437,0.051120,0.043684,0.308511,0.050505,4.772055,5.400857
sub-023,ses-02,ses-04,0.233546,0.000000,0.051375,0.031437,0.126430,0.487817,0.458683,0.434949,1.034631,1.080734,0.007437,0.016287,0.008850,0.308511,0.010000,4.772055,3.505433
sub-023,ses-02,ses-05,0.190496,0.000000,0.119571,-0.052205,0.149125,0.171347,0.556933,0.297639,1.126004,0.965330,0.007437,0.003971,-0.003465,0.308511,0.020619,4.772055,4.064730
sub-023,ses-03,ses-04,0.230695,0.000000,-0.060046,-0.051591,0.187696,0.163824,0.199783,0.263756,0.649069,2.744445,0.051120,0.016287,-0.034834,0.050505,0.010000,5.400857,3.505433
sub-023,ses-03,ses-05,0.197499,0.000000,0.008150,-0.135233,0.087186,0.405479,0.398728,0.303942,1.023637,1.076283,0.051120,0.003971,-0.047149,0.050505,0.020619,5.400857,4.064730
sub-023,ses-04,ses-05,0.188502,0.000000,0.068196,-0.083642,0.104497,0.272254,0.621440,0.396053,1.362688,1.123444,0.016287,0.003971,-0.012315,0.010000,0.020619,3.505433,4.064730
sub-024,ses-01,ses-02,0.269569,0.000000,-0.219879,-0.251253,0.119088,-0.054675,0.065220,0.324399,1.467707,0.973807,0.010926,0.015486,0.004560,0.000000,0.012195,2.516508,3.348856
sub-024,ses-01,ses-03,0.337616,0.000000,-0.053542,-0.104256,0.250499,0.354443,0.316447,0.276424,1.495722,1.783693,0.010926,0.003931,-0.006995,0.000000,0.024096,2.516508,4.262879
sub-024,ses-01,ses-04,0.344863,0.000000,0.381436,0.363956,0.267805,0.386919,0.357742,0.459634,1.459577,1.306887,0.010926,0.004603,-0.006323,0.000000,0.091837,2.516508,4.523473
sub-024,ses-01,ses-05,0.213564,0.000000,-0.016888,-0.090952,0.109949,0.627160,0.270752,0.356441,0.700246,0.875164,0.010926,0.008642,-0.002283,0.000000,0.000000,2.516508,2.167929
sub-024,ses-02,ses-03,0.230749,0.000000,0.166337,0.146997,0.147269,0.536945,0.754917,0.417943,0.952639,1.130457,0.015486,0.003931,-0.011555,0.012195,0.024096,3.348856,4.262879
sub-024,ses-02,ses-04,0.261239,0.000000,0.601315,0.615209,0.153995,-0.110495,0.095759,0.397742,0.964149,6591014445.161927,0.015486,0.004603,-0.010883,0.012195,0.091837,3.348856,4.523473
sub-024,ses-02,ses-05,0.275373,0.000000,0.202991,0.160301,0.187210,-0.171267,-0.300575,0.334437,0.502053,2960181281.711235,0.015486,0.008642,-0.006843,0.012195,0.000000,3.348856,2.167929
sub-024,ses-03,ses-04,0.212869,0.000000,0.434978,0.468212,0.076400,0.429635,0.099515,0.329263,0.831874,6591014445.138894,0.003931,0.004603,0.000672,0.024096,0.091837,4.262879,4.523473
sub-024,ses-03,ses-05,0.376620,0.000000,0.036654,0.013304,0.204800,0.192614,-0.375290,0.376777,0.479705,2960181281.725085,0.003931,0.008642,0.004712,0.024096,0.000000,4.262879,2.167929
sub-024,ses-04,ses-05,0.397990,0.000000,-0.398324,-0.454907,0.273233,0.688668,0.530753,0.314665,0.490993,1.021411,0.004603,0.008642,0.004040,0.091837,0.000000,4.523473,2.167929
sub-025,ses-01,ses-02,0.216723,0.000000,-0.110932,-0.149599,0.280555,0.369827,0.113248,0.201564,1.171940,1.861993,0.010060,0.013405,0.003345,0.022727,0.010870,3.198339,4.061118
sub-025,ses-01,ses-03,0.297301,0.000000,0.527711,0.259545,0.377803,0.514100,0.171562,0.342497,1.541973,1.754494,0.010060,0.006515,-0.003545,0.022727,0.063830,3.198339,5.242737
sub-025,ses-01,ses-04,0.212909,0.000000,0.065251,0.033701,0.078125,0.563971,0.541704,0.352594,1.301161,1.572422,0.010060,0.019241,0.009182,0.022727,0.113636,3.198339,4.803012
sub-025,ses-01,ses-05,0.411972,0.000000,-0.372185,-0.580067,0.334219,0.568695,0.601808,0.327328,0.542382,0.418245,0.010060,0.009016,-0.001043,0.022727,0.000000,3.198339,1.524753
sub-025,ses-02,ses-03,0.202674,0.000000,0.638643,0.409144,0.146580,0.100657,-0.013165,0.242772,1.339293,5563507271.176544,0.013405,0.006515,-0.006890,0.010870,0.063830,4.061118,5.242737
sub-025,ses-02,ses-04,0.165951,0.000000,0.176183,0.183300,0.207865,0.618845,0.153016,0.290165,0.965472,15265109495.380453,0.013405,0.019241,0.005837,0.010870,0.113636,4.061118,4.803012
sub-025,ses-02,ses-05,0.494463,0.000000,-0.261253,-0.430469,0.524470,0.109152,0.000756,0.144375,0.378670,1902240294.395774,0.013405,0.009016,-0.004388,0.010870,0.000000,4.061118,1.524753
sub-025,ses-03,ses-04,0.169241,0.000000,-0.462460,-0.225844,0.303139,0.372358,0.368814,0.427051,0.856354,0.982628,0.006515,0.019241,0.012727,0.063830,0.113636,5.242737,4.803012
sub-025,ses-03,ses-05,0.553372,0.000000,-0.899896,-0.839613,0.637174,0.586387,0.416679,0.215095,0.353794,0.295808,0.006515,0.009016,0.002502,0.063830,0.000000,5.242737,1.524753
sub-025,ses-04,ses-05,0.494632,0.000000,-0.437436,-0.613768,0.383182,0.273699,0.390684,0.203063,0.495351,0.953037,0.019241,0.009016,-0.010225,0.113636,0.000000,4.803012,1.524753
