subject_id,session_id,data_bdf_path,evt_bdf_path,data_bdf_exists,evt_bdf_exists,data_bdf_size_bytes
sub-035,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-035/ses-03/eeg/evt.bdf,True,True,462160640
sub-036,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-01/eeg/evt.bdf,True,True,437584640
sub-036,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-02/eeg/evt.bdf,True,True,447760640
sub-036,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-036/ses-03/eeg/evt.bdf,True,True,446992640
sub-037,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-01/eeg/evt.bdf,True,True,464272640
sub-037,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-02/eeg/evt.bdf,True,True,458896640
sub-037,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-037/ses-03/eeg/evt.bdf,True,True,443728640
sub-038,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-01/eeg/evt.bdf,True,True,427984640
sub-038,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-02/eeg/evt.bdf,True,True,421840640
sub-038,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-038/ses-03/eeg/evt.bdf,True,True,424912640
sub-039,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-01/eeg/evt.bdf,True,True,453136640
sub-039,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-02/eeg/evt.bdf,True,True,426832640
sub-039,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-039/ses-03/eeg/evt.bdf,True,True,466192640
sub-040,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-01/eeg/evt.bdf,True,True,430672640
sub-040,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-02/eeg/evt.bdf,True,True,552208640
sub-040,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-040/ses-03/eeg/evt.bdf,True,True,421648640
sub-041,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-01/eeg/evt.bdf,True,True,466000640
sub-041,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-02/eeg/evt.bdf,True,True,453712640
sub-041,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-041/ses-03/eeg/evt.bdf,True,True,550480640
sub-042,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-01/eeg/evt.bdf,True,True,547216640
sub-042,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-02/eeg/evt.bdf,True,True,626128640
sub-042,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-042/ses-03/eeg/evt.bdf,True,True,479632640
sub-043,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-01/eeg/evt.bdf,True,True,429904640
sub-043,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-02/eeg/evt.bdf,True,True,430096640
sub-043,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-043/ses-03/eeg/evt.bdf,True,True,538192640
sub-044,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-01/eeg/evt.bdf,True,True,420304640
sub-044,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-02/eeg/evt.bdf,True,True,489808640
sub-044,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-044/ses-03/eeg/evt.bdf,True,True,453904640
sub-045,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-01/eeg/evt.bdf,True,True,593680640
sub-045,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-02/eeg/evt.bdf,True,True,604240640
sub-045,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-045/ses-03/eeg/evt.bdf,True,True,555280640
sub-046,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-01/eeg/evt.bdf,True,True,437584640
sub-046,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-02/eeg/evt.bdf,True,True,422992640
sub-046,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-046/ses-03/eeg/evt.bdf,True,True,417616640
sub-047,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-01/eeg/evt.bdf,True,True,422416640
sub-047,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-02/eeg/evt.bdf,True,True,446608640
sub-047,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-047/ses-03/eeg/evt.bdf,True,True,463120640
sub-048,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-01/eeg/evt.bdf,True,True,426064640
sub-048,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-02/eeg/evt.bdf,True,True,419920640
sub-048,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-048/ses-03/eeg/evt.bdf,True,True,423568640
sub-049,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-01/eeg/evt.bdf,True,True,411280640
sub-049,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-02/eeg/evt.bdf,True,True,439504640
sub-049,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-049/ses-03/eeg/evt.bdf,True,True,427984640
sub-050,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-01/eeg/evt.bdf,True,True,418192640
sub-050,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-02/eeg/evt.bdf,True,True,430096640
sub-050,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-050/ses-03/eeg/evt.bdf,True,True,424912640
sub-051,ses-01,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-01/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-01/eeg/evt.bdf,True,True,414544640
sub-051,ses-02,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-02/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-02/eeg/evt.bdf,True,True,417424640
sub-051,ses-03,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-03/eeg/data.bdf,/share/workspace2/moto_imagination/WBCIC_SHU/sourcedata/2C dataset/sub-051/ses-03/eeg/evt.bdf,True,True,417616640
