========================================================
Project : /share/home/yuan/SYX/eeg-mi-online
Paths   : configs/paths.yaml
2026-06-05 00:07:21 | INFO    | preprocess_all | sub-029/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 00:07:21 | INFO    | preprocess_all | [87/153] sub-029/ses-03 用时 66.7s（ok=83 failed=4）
2026-06-05 00:08:32 | INFO    | preprocess_all | sub-030/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 3, 6] match_mat=None multiset=None status=ok
2026-06-05 00:08:32 | INFO    | preprocess_all | [88/153] sub-030/ses-01 用时 70.9s（ok=84 failed=4）
2026-06-05 00:09:52 | INFO    | preprocess_all | sub-030/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 1, 3, 17] match_mat=None multiset=None status=ok
2026-06-05 00:09:52 | INFO    | preprocess_all | [89/153] sub-030/ses-02 用时 80.5s（ok=85 failed=4）
2026-06-05 00:10:58 | INFO    | preprocess_all | sub-030/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 2] match_mat=None multiset=None status=ok
2026-06-05 00:10:58 | INFO    | preprocess_all | [90/153] sub-030/ses-03 用时 65.8s（ok=86 failed=4）
2026-06-05 00:12:20 | INFO    | preprocess_all | sub-031/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[8, 19] match_mat=None multiset=None status=ok
2026-06-05 00:12:20 | INFO    | preprocess_all | [91/153] sub-031/ses-01 用时 82.3s（ok=87 failed=4）
2026-06-05 00:13:43 | INFO    | preprocess_all | sub-031/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-05 00:13:43 | INFO    | preprocess_all | [92/153] sub-031/ses-02 用时 82.4s（ok=88 failed=4）
2026-06-05 00:14:59 | INFO    | preprocess_all | sub-031/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:14:59 | INFO    | preprocess_all | [93/153] sub-031/ses-03 用时 76.0s（ok=89 failed=4）
2026-06-05 00:16:25 | INFO    | preprocess_all | sub-032/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0] match_mat=None multiset=None status=ok
2026-06-05 00:16:25 | INFO    | preprocess_all | [94/153] sub-032/ses-01 用时 86.3s（ok=90 failed=4）
2026-06-05 00:17:40 | INFO    | preprocess_all | sub-032/ses-02 | shape=[199, 58, 1000] labels={1: 100, 0: 99} aux_used=True excluded=[0, 8] match_mat=None multiset=None status=failed reasons=shape [199, 58, 1000] != [200,58,1000]; label_count 99/100 != 100/100; trigger_count 199 != 200
2026-06-05 00:17:40 | INFO    | preprocess_all | [95/153] sub-032/ses-02 用时 75.1s（ok=90 failed=5）
2026-06-05 00:19:11 | INFO    | preprocess_all | sub-032/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:19:11 | INFO    | preprocess_all | [96/153] sub-032/ses-03 用时 91.0s（ok=91 failed=5）
2026-06-05 00:20:31 | INFO    | preprocess_all | sub-033/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:20:31 | INFO    | preprocess_all | [97/153] sub-033/ses-01 用时 80.1s（ok=92 failed=5）
2026-06-05 00:21:44 | INFO    | preprocess_all | sub-033/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 00:21:44 | INFO    | preprocess_all | [98/153] sub-033/ses-02 用时 73.1s（ok=93 failed=5）
2026-06-05 00:23:06 | INFO    | preprocess_all | sub-033/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2, 18] match_mat=None multiset=None status=ok
2026-06-05 00:23:06 | INFO    | preprocess_all | [99/153] sub-033/ses-03 用时 81.3s（ok=94 failed=5）
2026-06-05 00:24:12 | INFO    | preprocess_all | sub-034/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 00:24:12 | INFO    | preprocess_all | [100/153] sub-034/ses-01 用时 66.8s（ok=95 failed=5）
2026-06-05 00:25:34 | INFO    | preprocess_all | sub-034/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:25:34 | INFO    | preprocess_all | [101/153] sub-034/ses-02 用时 81.7s（ok=96 failed=5）
2026-06-05 00:26:55 | INFO    | preprocess_all | sub-034/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[27, 28] match_mat=None multiset=None status=ok
2026-06-05 00:26:55 | INFO    | preprocess_all | [102/153] sub-034/ses-03 用时 81.0s（ok=97 failed=5）
2026-06-05 00:27:59 | INFO    | preprocess_all | sub-035/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-05 00:27:59 | INFO    | preprocess_all | [103/153] sub-035/ses-01 用时 63.5s（ok=98 failed=5）
2026-06-05 00:29:10 | INFO    | preprocess_all | sub-035/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:29:10 | INFO    | preprocess_all | [104/153] sub-035/ses-02 用时 71.1s（ok=99 failed=5）
2026-06-05 00:30:19 | INFO    | preprocess_all | sub-035/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:30:19 | INFO    | preprocess_all | [105/153] sub-035/ses-03 用时 69.4s（ok=100 failed=5）
2026-06-05 00:31:46 | INFO    | preprocess_all | sub-036/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:31:46 | INFO    | preprocess_all | [106/153] sub-036/ses-01 用时 86.6s（ok=101 failed=5）
2026-06-05 00:33:06 | INFO    | preprocess_all | sub-036/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[8] match_mat=None multiset=None status=ok
2026-06-05 00:33:06 | INFO    | preprocess_all | [107/153] sub-036/ses-02 用时 80.0s（ok=102 failed=5）
2026-06-05 00:34:27 | INFO    | preprocess_all | sub-036/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:34:27 | INFO    | preprocess_all | [108/153] sub-036/ses-03 用时 81.1s（ok=103 failed=5）
2026-06-05 00:35:36 | INFO    | preprocess_all | sub-037/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 3] match_mat=None multiset=None status=ok
2026-06-05 00:35:36 | INFO    | preprocess_all | [109/153] sub-037/ses-01 用时 68.7s（ok=104 failed=5）
2026-06-05 00:37:04 | INFO    | preprocess_all | sub-037/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 7] match_mat=None multiset=None status=ok
2026-06-05 00:37:04 | INFO    | preprocess_all | [110/153] sub-037/ses-02 用时 88.1s（ok=105 failed=5）
2026-06-05 00:38:23 | INFO    | preprocess_all | sub-037/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2, 3] match_mat=None multiset=None status=ok
2026-06-05 00:38:23 | INFO    | preprocess_all | [111/153] sub-037/ses-03 用时 79.6s（ok=106 failed=5）
2026-06-05 00:39:23 | INFO    | preprocess_all | sub-038/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[0, 4] match_mat=None multiset=None status=ok
2026-06-05 00:39:23 | INFO    | preprocess_all | [112/153] sub-038/ses-01 用时 60.1s（ok=107 failed=5）
2026-06-05 00:40:40 | INFO    | preprocess_all | sub-038/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:40:40 | INFO    | preprocess_all | [113/153] sub-038/ses-02 用时 76.7s（ok=108 failed=5）
2026-06-05 00:41:54 | INFO    | preprocess_all | sub-038/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:41:54 | INFO    | preprocess_all | [114/153] sub-038/ses-03 用时 74.4s（ok=109 failed=5）
2026-06-05 00:43:16 | INFO    | preprocess_all | sub-039/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 4, 9] match_mat=None multiset=None status=ok
2026-06-05 00:43:16 | INFO    | preprocess_all | [115/153] sub-039/ses-01 用时 81.2s（ok=110 failed=5）
2026-06-05 00:44:32 | INFO    | preprocess_all | sub-039/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[3] match_mat=None multiset=None status=ok
2026-06-05 00:44:32 | INFO    | preprocess_all | [116/153] sub-039/ses-02 用时 76.5s（ok=111 failed=5）
2026-06-05 00:45:53 | INFO    | preprocess_all | sub-039/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-05 00:45:53 | INFO    | preprocess_all | [117/153] sub-039/ses-03 用时 80.5s（ok=112 failed=5）
2026-06-05 00:47:13 | INFO    | preprocess_all | sub-040/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-05 00:47:13 | INFO    | preprocess_all | [118/153] sub-040/ses-01 用时 80.6s（ok=113 failed=5）
2026-06-05 00:48:58 | INFO    | preprocess_all | sub-040/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 2, 15] match_mat=None multiset=None status=ok
2026-06-05 00:48:58 | INFO    | preprocess_all | [119/153] sub-040/ses-02 用时 104.3s（ok=114 failed=5）
2026-06-05 00:50:18 | INFO    | preprocess_all | sub-040/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 00:50:18 | INFO    | preprocess_all | [120/153] sub-040/ses-03 用时 80.8s（ok=115 failed=5）
2026-06-05 00:51:52 | INFO    | preprocess_all | sub-041/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-05 00:51:52 | INFO    | preprocess_all | [121/153] sub-041/ses-01 用时 93.4s（ok=116 failed=5）
2026-06-05 00:53:08 | INFO    | preprocess_all | sub-041/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:53:08 | INFO    | preprocess_all | [122/153] sub-041/ses-02 用时 75.8s（ok=117 failed=5）
2026-06-05 00:54:48 | INFO    | preprocess_all | sub-041/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 00:54:48 | INFO    | preprocess_all | [123/153] sub-041/ses-03 用时 100.5s（ok=118 failed=5）
2026-06-05 00:56:38 | INFO    | preprocess_all | sub-042/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-05 00:56:38 | INFO    | preprocess_all | [124/153] sub-042/ses-01 用时 109.6s（ok=119 failed=5）
2026-06-05 00:58:28 | INFO    | preprocess_all | sub-042/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-05 00:58:28 | INFO    | preprocess_all | [125/153] sub-042/ses-02 用时 110.1s（ok=120 failed=5）
2026-06-05 01:00:09 | INFO    | preprocess_all | sub-042/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 01:00:09 | INFO    | preprocess_all | [126/153] sub-042/ses-03 用时 101.1s（ok=121 failed=5）
2026-06-05 01:01:34 | INFO    | preprocess_all | sub-043/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:01:34 | INFO    | preprocess_all | [127/153] sub-043/ses-01 用时 85.4s（ok=122 failed=5）
2026-06-05 01:03:00 | INFO    | preprocess_all | sub-043/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[8, 9] match_mat=None multiset=None status=ok
2026-06-05 01:03:00 | INFO    | preprocess_all | [128/153] sub-043/ses-02 用时 85.9s（ok=123 failed=5）
2026-06-05 01:04:33 | INFO    | preprocess_all | sub-043/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[5, 24] match_mat=None multiset=None status=ok
2026-06-05 01:04:33 | INFO    | preprocess_all | [129/153] sub-043/ses-03 用时 93.3s（ok=124 failed=5）
2026-06-05 01:06:03 | INFO    | preprocess_all | sub-044/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 01:06:03 | INFO    | preprocess_all | [130/153] sub-044/ses-01 用时 89.3s（ok=125 failed=5）
2026-06-05 01:07:13 | INFO    | preprocess_all | sub-044/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:07:13 | INFO    | preprocess_all | [131/153] sub-044/ses-02 用时 70.6s（ok=126 failed=5）
2026-06-05 01:08:45 | INFO    | preprocess_all | sub-044/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1, 2] match_mat=None multiset=None status=ok
2026-06-05 01:08:45 | INFO    | preprocess_all | [132/153] sub-044/ses-03 用时 91.8s（ok=127 failed=5）
2026-06-05 01:10:37 | INFO    | preprocess_all | sub-045/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[4] match_mat=None multiset=None status=ok
2026-06-05 01:10:37 | INFO    | preprocess_all | [133/153] sub-045/ses-01 用时 111.4s（ok=128 failed=5）
2026-06-05 01:12:28 | INFO    | preprocess_all | sub-045/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:12:28 | INFO    | preprocess_all | [134/153] sub-045/ses-02 用时 111.6s（ok=129 failed=5）
2026-06-05 01:14:09 | INFO    | preprocess_all | sub-045/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[6, 8, 26] match_mat=None multiset=None status=ok
2026-06-05 01:14:09 | INFO    | preprocess_all | [135/153] sub-045/ses-03 用时 100.5s（ok=130 failed=5）
2026-06-05 01:15:32 | INFO    | preprocess_all | sub-046/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:15:32 | INFO    | preprocess_all | [136/153] sub-046/ses-01 用时 83.3s（ok=131 failed=5）
2026-06-05 01:16:54 | INFO    | preprocess_all | sub-046/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[1] match_mat=None multiset=None status=ok
2026-06-05 01:16:54 | INFO    | preprocess_all | [137/153] sub-046/ses-02 用时 82.3s（ok=132 failed=5）
2026-06-05 01:18:17 | INFO    | preprocess_all | sub-046/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 14] match_mat=None multiset=None status=ok
2026-06-05 01:18:17 | INFO    | preprocess_all | [138/153] sub-046/ses-03 用时 82.7s（ok=133 failed=5）
2026-06-05 01:19:40 | INFO    | preprocess_all | sub-047/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:19:40 | INFO    | preprocess_all | [139/153] sub-047/ses-01 用时 83.6s（ok=134 failed=5）
2026-06-05 01:21:10 | INFO    | preprocess_all | sub-047/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:21:10 | INFO    | preprocess_all | [140/153] sub-047/ses-02 用时 89.2s（ok=135 failed=5）
2026-06-05 01:22:41 | INFO    | preprocess_all | sub-047/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[24] match_mat=None multiset=None status=ok
2026-06-05 01:22:41 | INFO    | preprocess_all | [141/153] sub-047/ses-03 用时 91.5s（ok=136 failed=5）
2026-06-05 01:24:01 | INFO    | preprocess_all | sub-048/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[7] match_mat=None multiset=None status=ok
2026-06-05 01:24:01 | INFO    | preprocess_all | [142/153] sub-048/ses-01 用时 79.9s（ok=137 failed=5）
2026-06-05 01:25:15 | INFO    | preprocess_all | sub-048/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[2, 7] match_mat=None multiset=None status=ok
2026-06-05 01:25:15 | INFO    | preprocess_all | [143/153] sub-048/ses-02 用时 73.5s（ok=138 failed=5）
2026-06-05 01:26:22 | INFO    | preprocess_all | sub-048/ses-03 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 1, 3, 4, 6, 8] match_mat=None multiset=None status=ok
2026-06-05 01:26:22 | INFO    | preprocess_all | [144/153] sub-048/ses-03 用时 67.8s（ok=139 failed=5）
2026-06-05 01:27:33 | INFO    | preprocess_all | sub-049/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[2] match_mat=None multiset=None status=ok
2026-06-05 01:27:33 | INFO    | preprocess_all | [145/153] sub-049/ses-01 用时 70.6s（ok=140 failed=5）
2026-06-05 01:28:51 | INFO    | preprocess_all | sub-049/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[0, 4, 9, 13, 15, 16] match_mat=None multiset=None status=ok
2026-06-05 01:28:51 | INFO    | preprocess_all | [146/153] sub-049/ses-02 用时 78.4s（ok=141 failed=5）
2026-06-05 01:30:07 | INFO    | preprocess_all | sub-049/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 8] match_mat=None multiset=None status=ok
2026-06-05 01:30:07 | INFO    | preprocess_all | [147/153] sub-049/ses-03 用时 75.3s（ok=142 failed=5）
2026-06-05 01:31:27 | INFO    | preprocess_all | sub-050/ses-01 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:31:27 | INFO    | preprocess_all | [148/153] sub-050/ses-01 用时 80.0s（ok=143 failed=5）
2026-06-05 01:32:49 | INFO    | preprocess_all | sub-050/ses-02 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:32:49 | INFO    | preprocess_all | [149/153] sub-050/ses-02 用时 82.2s（ok=144 failed=5）
2026-06-05 01:34:08 | INFO    | preprocess_all | sub-050/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[23] match_mat=None multiset=None status=ok
2026-06-05 01:34:08 | INFO    | preprocess_all | [150/153] sub-050/ses-03 用时 79.5s（ok=145 failed=5）
2026-06-05 01:35:34 | INFO    | preprocess_all | sub-051/ses-01 | shape=[200, 58, 1000] labels={0: 100, 1: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:35:34 | INFO    | preprocess_all | [151/153] sub-051/ses-01 用时 86.0s（ok=146 failed=5）
2026-06-05 01:37:04 | INFO    | preprocess_all | sub-051/ses-02 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[1, 4] match_mat=None multiset=None status=ok
2026-06-05 01:37:04 | INFO    | preprocess_all | [152/153] sub-051/ses-02 用时 89.7s（ok=147 failed=5）
2026-06-05 01:38:07 | INFO    | preprocess_all | sub-051/ses-03 | shape=[200, 58, 1000] labels={1: 100, 0: 100} aux_used=True excluded=[] match_mat=None multiset=None status=ok
2026-06-05 01:38:07 | INFO    | preprocess_all | [153/153] sub-051/ses-03 用时 62.9s（ok=148 failed=5）
2026-06-05 01:38:07 | INFO    | preprocess_all | 完成：148 ok / 5 failed / 共 153（用时 11468.1s）。
2026-06-05 01:38:07 | INFO    | preprocess_all | processed manifest: /share/workspace2/moto_imagination/WBCIC_SHU/processed/eog_ecg_clean/processed_manifest.csv
2026-06-05 01:38:07 | INFO    | preprocess_all | summary: /share/workspace2/moto_imagination/WBCIC_SHU/processed/eog_ecg_clean/preprocess_summary.csv
2026-06-05 01:38:07 | WARNING | preprocess_all | 有 5 个 session 失败，详见 manifest 的 error_message 列。
--------------------------------------------------------
Done: Fri Jun  5 01:38:08 CST 2026
========================================================
